first_name,last_name,email,product_id,qty,amount,description,address,city,state,country
Sarah,Nguyen,hsmith@example.org,2,3,7.84,Gas when great soldier yard hotel color response.,773 Joshua Point Suite 182,North Jessicaport,North Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Gary,Davis,rhondaanthony@example.com,6,1,4.56,Middle together some hope.,833 Nicole Plaza Apt. 060,Reneestad,South Carolina,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Angela,Rice,todd21@example.com,5,2,6.75,Wife glass trouble sometimes trade support join.,09921 Weber Port Apt. 784,Lopezfort,Nebraska,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Julian,Buchanan,amanda07@example.org,1,4,5.62,Benefit professor face large population six.,0006 Smith Drive,West Michael,Utah,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Gwendolyn,Ramirez,martindenise@example.org,5,1,5.21,Effort surface affect scientist shoulder.,217 Vasquez Squares,North Nathan,Utah,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Miguel,Matthews,michael06@example.net,10,1,5.31,Onto budget role raise situation.,9928 Tyler Curve,Williamton,Idaho,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Catherine,Rodriguez,daniel64@example.net,1,3,4.46,Interview old standard sing common speech where.,8439 Peter Falls,Lake William,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Amanda,Weber,rachellara@example.org,8,1,8.21,But head well option need claim morning.,9605 Clinton Harbor,South Davidview,Minnesota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Mario,Mcdaniel,donna97@example.org,4,6,8.87,Hotel practice sign television sell check.,49675 Foster Ridges Suite 301,Reyesmouth,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jason,Harvey,catherine95@example.net,3,7,6.64,Simple start fight end herself story popular.,31508 Nicholas Island Apt. 519,North William,Utah,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Thomas,Garza,juanjames@example.org,6,3,9.37,Sort true summer history operation somebody.,82337 Christopher Mission,South Cynthia,Washington,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ashley,Patton,susan76@example.net,6,4,5.11,Interest sometimes deep some.,87273 Dylan Points,Bryantton,Illinois,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Victoria,Hubbard,michaelchan@example.com,5,9,1.74,Fly language structure set build today.,1194 Maxwell Cliff Suite 209,South Christina,Michigan,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Joseph,Soto,rojassean@example.net,3,2,2.47,Travel share move probably.,64067 Mcdaniel Parkways Suite 323,New Gloriaton,Nebraska,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Brian,Hebert,paulmendoza@example.net,2,6,1.38,Tax level every always mouth stage station success.,2369 Taylor Flats Apt. 234,North Gabrielamouth,Florida,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ricky,Hawkins,jbrooks@example.com,1,6,5.36,Citizen there serious stage democratic offer.,910 Johnson Vista,East Kristen,Colorado,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Daniel,Kerr,jenniferchan@example.com,7,6,1.08,Interesting not none born.,045 Sutton Trail Suite 011,Jasonbury,Hawaii,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Lisa,Cummings,gtodd@example.com,10,6,2.84,Unit voice yes free partner common.,3021 Gould Spur,Angelaland,Idaho,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Thomas,Torres,shawn97@example.org,9,5,0.75,Relate method be general no.,628 Davis Land Apt. 110,Davisville,Montana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Denise,Webb,molly46@example.com,1,9,6.63,Apply culture scene carry her.,85038 Kimberly Lock,Anthonystad,Oregon,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Johnny,Chen,hcastillo@example.com,1,6,4.7,Top stage place everybody event would add.,106 Smith Path Suite 742,Huberville,Oregon,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Joseph,Reese,raymond60@example.org,7,6,0.4,Forget start raise someone describe.,89448 Michelle Mill Suite 829,East Courtneybury,South Carolina,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Lee,Ward,wmiller@example.net,4,9,2.72,After black produce.,584 Lambert Circles Suite 952,South Samantha,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Lauren,Perez,jessicagomez@example.net,4,4,5.8,Social for meeting sign must off sport.,58586 Williams Ford,Ashleyview,New Jersey,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
John,Bowen,pwilkins@example.com,2,1,9.51,Prove control our finally.,634 Moore Parkways Suite 053,Alexandramouth,Wyoming,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Patricia,Pittman,ericamason@example.net,2,8,6.92,Safe let one mention even low.,44292 Paula Mission,Lake Moniqueville,Arkansas,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Michael,Hernandez,gherrera@example.org,5,8,8.61,Bag fast bar continue power stuff.,83527 Holmes Manors,Turnertown,Alaska,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Matthew,Moore,markguzman@example.com,2,4,8.2,Their dinner argue measure budget instead always.,919 Moon Stravenue,Jasonmouth,Oregon,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Tyler,Gonzalez,tdavis@example.com,4,8,4.88,Red physical upon parent.,286 Osborne Spring,East Jessica,Wyoming,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Mark,Thomas,shardy@example.net,8,5,6.23,Team add environmental however born.,494 Jessica Pike,Carolmouth,Florida,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Diane,Williams,ericadelgado@example.org,4,1,6.2,Religious appear organization our evening.,19023 Oneal Square Apt. 946,Jasminemouth,South Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Amanda,Goodman,hilljohn@example.com,8,5,3.5,Health baby table reach.,834 Miller Road Suite 521,Christophershire,Florida,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Steven,Castillo,stokescaroline@example.com,1,3,9.49,Doctor official various recognize another.,4925 Bryant Ways Apt. 413,Edwinside,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ashley,Hanson,rogersmark@example.com,3,4,0.88,Number throw until class.,855 Jasmine Manors,Lake Haley,Maryland,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Brandon,Salas,gmay@example.net,1,6,3.31,Quickly take himself.,116 Jennifer Underpass Apt. 919,Lake Joshua,North Carolina,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Lauren,Flores,alyssamccormick@example.com,9,3,4.15,Wall Congress both whole century.,0908 Wesley Pines,North Sarah,Arizona,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jennifer,Preston,williammiller@example.net,8,2,0.93,Have for develop new order a lose.,971 Dean Plains Suite 011,New Robert,Utah,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Katherine,Bryan,alvareztara@example.net,10,9,3.05,Partner be edge occur public.,728 Brown Rapid Suite 217,Petersonland,Tennessee,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Stephanie,Nguyen,joshuaskinner@example.net,7,2,2.2,First meet and they statement painting.,9625 Tate Track Suite 137,Cuevasbury,Kentucky,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Amber,West,jose62@example.com,9,4,4.92,Create institution go skill government.,2956 Moore Spring Apt. 644,South Edwardfurt,New Hampshire,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Andre,Cooper,dawn47@example.org,2,9,2.14,Man point management within hit behind.,49275 Laura Mission Apt. 275,East Kevinville,West Virginia,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jessica,Sanders,jeffrey27@example.com,7,2,5.17,Ago history create charge two.,06234 Osborne Cliffs,South Philip,New Jersey,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Kimberly,Snow,wjackson@example.com,3,1,4.8,Science large want surface seem store.,297 Patricia Inlet,Port Amandashire,Nevada,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Michael,Ingram,kfitzgerald@example.net,6,4,4.22,Outside outside clearly indeed article.,77306 Howard Circle,Jeremyville,New Hampshire,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jeffrey,Andrews,kevin20@example.net,4,1,1.76,Join TV leader significant dinner media.,9906 Anne Ridge Suite 974,Kristenview,Mississippi,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Cynthia,Sanchez,weberdaniel@example.com,8,9,0.42,Consumer operation explain image.,588 Dawson Park,Teresaton,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Tyler,Hernandez,olivermary@example.org,5,6,0.71,Last ahead month protect but social occur.,664 Nicole Expressway,East Tyler,Louisiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
David,Mitchell,daviseric@example.com,7,1,4.12,Southern brother wall toward car.,5502 Todd Spring,North Pamela,Minnesota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jessica,Brown,ublake@example.org,7,9,2.49,Who indicate budget consider military wife notice.,796 Connor Squares,Lake Bettyfort,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Rhonda,Hicks,pamela90@example.org,8,2,1.16,Idea page ever involve.,970 Susan Lock Apt. 322,Andersonshire,Kentucky,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Dana,Hoover,sydneygarcia@example.com,10,6,0.72,Lose resource one season.,5216 Patton Manors Apt. 887,Joshuaburgh,Wyoming,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
David,Miller,dmorales@example.org,4,6,6.25,Avoid security trade eight.,485 James Mews,West Tyler,Wyoming,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Brittney,Arellano,urivera@example.net,2,7,8.65,Bring tonight design several rock.,63476 Keith Squares Suite 238,Mcphersonville,Mississippi,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Christopher,Hopkins,nashelizabeth@example.com,10,9,4.57,Administration painting give.,8046 Jay Burg,Sabrinashire,Alaska,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Randy,Ellison,lucasdonna@example.com,4,7,8.58,Back deal various.,76216 Patton Ridges Apt. 067,East Elizabethton,Maryland,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Melissa,Carpenter,campbelljeffrey@example.net,10,6,7.09,Local house rest.,742 Lopez Keys,Port Mary,Ohio,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Angela,Fisher,tbryant@example.net,8,1,1.74,Drive thought contain gun we.,198 James Estate Suite 589,New Ashleyside,South Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Charles,Holmes,hannah46@example.net,9,4,1.81,Compare discover threat.,124 Kayla Corners Apt. 366,East Catherineville,Arizona,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jacob,Murphy,kelly89@example.net,3,1,9.78,Dark conference argue watch.,1663 Anderson Flat Suite 446,Andrewsshire,Illinois,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Charles,Dennis,bennettdana@example.com,3,5,6.23,White increase key politics thank rate.,8778 John Field,Morrisonville,Kentucky,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Amy,Miller,epruitt@example.org,4,6,0.79,Require fly class attack series.,20275 Armstrong Unions Suite 794,Janettown,New York,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Alexandra,Williams,johnsondennis@example.net,10,1,4.83,Test discussion because wall deal.,8982 Ashley Tunnel Apt. 633,Cameronland,Massachusetts,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Christopher,Bowers,cynthia84@example.net,2,2,0.3,Figure hear rise democratic follow.,31469 Mann Spring,New Cameronbury,New Jersey,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Michael,Gonzalez,karen85@example.org,8,3,0.6,Everybody surface herself still policy effort.,5521 Robinson Expressway Suite 198,South Mary,Kansas,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Gregory,Cook,stevenrodriguez@example.com,2,2,6.15,Stage yet process eye investment policy.,25850 Taylor Lakes,Lake Stephen,New Jersey,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Tracey,Butler,benjamin59@example.net,4,8,2.74,Institution financial itself event item medical.,483 Jonathan Path Suite 010,New James,New Hampshire,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
